Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Source_Airport,Source_City,Source_Latitude,Source_Longitude,Source_Altitude,Destination_Airport,Destination_City,Destination_Latitude,Destination_Longitude,Destination_Altitude,Source_geometry,Destination_geometry,distance,Source_Popution,Destination_Popution
US,5265,VPS,3873,CLT,3876,,0,CR7,Destin-Ft Walton Beach Airport,Valparaiso,30.4832,-86.525398,87,Charlotte Douglas International Airport,Charlotte,35.2140007,-80.94309998,748,"(30.4832, -86.525398)","(35.2140007019043, -80.94309997558594)",740.224683,,"2,636,883"
US,5265,VPS,3873,DCA,3520,,0,CRJ,Destin-Ft Walton Beach Airport,Valparaiso,30.4832,-86.525398,87,Ronald Reagan Washington National Airport,Washington,38.8521,-77.037697,15,"(30.4832, -86.525398)","(38.8521, -77.037697)",1270.552686,,"6,280,487"
US,5265,VPS,3873,DFW,3670,,0,ER4 ERD,Destin-Ft Walton Beach Airport,Valparaiso,30.4832,-86.525398,87,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(30.4832, -86.525398)","(32.896801, -97.038002)",1031.475035,,
US,5265,XNA,4356,CLT,3876,,0,CR7 CRJ,Northwest Arkansas Regional Airport,Bentonville,36.281898,-94.306801,1287,Charlotte Douglas International Airport,Charlotte,35.2140007,-80.94309998,748,"(36.281898, -94.30680100000001)","(35.2140007019043, -80.94309997558594)",1213.558178,,"2,636,883"
US,5265,XNA,4356,DFW,3670,,0,ER4 M80,Northwest Arkansas Regional Airport,Bentonville,36.281898,-94.306801,1287,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(36.281898, -94.30680100000001)","(32.896801, -97.038002)",451.3866184,,
US,5265,XNA,4356,LAX,3484,Y,0,CR7,Northwest Arkansas Regional Airport,Bentonville,36.281898,-94.306801,1287,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,"(36.281898, -94.30680100000001)","(33.94250107, -118.40799709999999)",2206.662387,,"13,214,799"
US,5265,XNA,4356,LGA,3697,,0,CR7,Northwest Arkansas Regional Airport,Bentonville,36.281898,-94.306801,1287,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(36.281898, -94.30680100000001)","(40.77719879, -73.87259674)",1845.523835,,"19,216,182"
US,5265,XNA,4356,ORD,3830,,0,CR7 ER4,Northwest Arkansas Regional Airport,Bentonville,36.281898,-94.306801,1287,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(36.281898, -94.30680100000001)","(41.9786, -87.9048)",839.9571832,,"9,458,539"
US,5265,YUM,3596,PHX,3462,Y,0,CRJ,Yuma MCAS/Yuma International Airport,Yuma,32.65660095,-114.6060028,213,Phoenix Sky Harbor International Airport,Phoenix,33.43429947,-112.012001,1135,"(32.65660095, -114.6060028)","(33.43429946899414, -112.01200103759766)",257.1775499,"213,787","4,948,203"
VA,5360,ATL,3682,CMH,3759,Y,0,73W M88 738 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(33.6367, -84.428101)","(39.998001, -82.891899)",719.0895644,"6,020,364","2,122,271"
VA,5360,ATL,3682,CMH,3759,Y,0,73W M88 738 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(33.6367, -84.428101)","(39.998001, -82.891899)",719.0895644,"6,020,364","321,048"
VA,5360,ATL,3682,CMH,3759,Y,0,73W M88 738 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(33.6367, -84.428101)","(39.998001, -82.891899)",719.0895644,"6,020,364","83,779"
VA,5360,ATL,3682,IAH,3550,Y,0,M88 717 320 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,George Bush Intercontinental Houston Airport,Houston,29.9843998,-95.34140015,97,"(33.6367, -84.428101)","(29.98439979553223, -95.34140014648438)",1109.114836,"6,020,364","7,066,141"
VA,5360,ATL,3682,IND,3585,Y,0,M88 320 M90 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,"(33.6367, -84.428101)","(39.7173, -86.294403)",695.0407045,"6,020,364","2,074,537"
VA,5360,ATL,3682,LAX,3484,Y,0,757 76W 763 739,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,"(33.6367, -84.428101)","(33.94250107, -118.40799709999999)",3132.519452,"6,020,364","13,214,799"
VA,5360,ATL,3682,MIA,3576,Y,0,M88 M90 757 320 73H,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Miami International Airport,Miami,25.79319954,-80.29060364,8,"(33.6367, -84.428101)","(25.79319953918457, -80.29060363769531)",956.9183918,"6,020,364","6,166,488"
VA,5360,CMH,3759,ATL,3682,Y,0,M88 73W 738 319,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(39.998001, -82.891899)","(33.6367, -84.428101)",719.0895644,"2,122,271","6,020,364"
VA,5360,CMH,3759,ATL,3682,Y,0,M88 73W 738 319,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(39.998001, -82.891899)","(33.6367, -84.428101)",719.0895644,"321,048","6,020,364"
VA,5360,CMH,3759,ATL,3682,Y,0,M88 73W 738 319,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(39.998001, -82.891899)","(33.6367, -84.428101)",719.0895644,"83,779","6,020,364"
VA,5360,IAH,3550,ATL,3682,Y,0,M88 717 319,George Bush Intercontinental Houston Airport,Houston,29.9843998,-95.34140015,97,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(29.98439979553223, -95.34140014648438)","(33.6367, -84.428101)",1109.114836,"7,066,141","6,020,364"
VA,5360,IND,3585,ATL,3682,Y,0,M88 320 M90,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(39.7173, -86.294403)","(33.6367, -84.428101)",695.0407045,"2,074,537","6,020,364"
VA,5360,LAX,3484,ATL,3682,Y,0,763 757 73H 76W,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(33.94250107, -118.40799709999999)","(33.6367, -84.428101)",3132.519452,"13,214,799","6,020,364"
VA,5360,LAX,3484,MSY,3861,Y,0,319,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Louis Armstrong New Orleans International Airport,New Orleans,29.99340057,-90.25800323,4,"(33.94250107, -118.40799709999999)","(29.99340057373047, -90.25800323486328)",2688.036203,"13,214,799","1,270,530"
VA,5360,MIA,3576,ATL,3682,Y,0,M88 757 M90 73H,Miami International Airport,Miami,25.79319954,-80.29060364,8,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(25.79319953918457, -80.29060363769531)","(33.6367, -84.428101)",956.9183918,"6,166,488","6,020,364"
VA,5360,MSY,3861,LAX,3484,Y,0,319,Louis Armstrong New Orleans International Airport,New Orleans,29.99340057,-90.25800323,4,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,"(29.99340057373047, -90.25800323486328)","(33.94250107, -118.40799709999999)",2688.036203,"1,270,530","13,214,799"
VS,5347,ABQ,4019,ATL,3682,Y,0,757 320,Albuquerque International Sunport,Albuquerque,35.040199,-106.609001,5355,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(35.040199, -106.609001)","(33.6367, -84.428101)",2042.73857,"918,018","6,020,364"
VS,5347,ATL,3682,ABQ,4019,Y,0,757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Albuquerque International Sunport,Albuquerque,35.040199,-106.609001,5355,"(33.6367, -84.428101)","(35.040199, -106.609001)",2042.73857,"6,020,364","918,018"
VS,5347,ATL,3682,AUS,3673,Y,0,M90 M88,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Austin Bergstrom International Airport,Austin,30.19449997,-97.66989899,542,"(33.6367, -84.428101)","(30.194499969482425, -97.6698989868164)",1308.137161,"6,020,364","2,227,083"
VS,5347,ATL,3682,BHM,3811,Y,0,M88,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Birmingham-Shuttlesworth International Airport,Birmingham,33.56290054,-86.75350189,650,"(33.6367, -84.428101)","(33.56290054, -86.75350189)",215.9844711,"6,020,364","1,090,435"
VS,5347,ATL,3682,BNA,3690,Y,0,319 320 M88 738 73H 717,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Nashville International Airport,Nashville,36.12450027,-86.67819977,599,"(33.6367, -84.428101)","(36.1245002746582, -86.6781997680664)",344.1925683,"6,020,364","1,934,317"
VS,5347,ATL,3682,BOS,3448,Y,0,M90 757 320 738 M88 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,General Edward Lawrence Logan International Airport,Boston,42.36429977,-71.00520325,20,"(33.6367, -84.428101)","(42.36429977, -71.00520325)",1522.612016,"6,020,364","4,873,019"
VS,5347,ATL,3682,CHS,3806,Y,0,M88 320 73W 717 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Charleston Air Force Base-International Airport,Charleston,32.89860153,-80.04049683,46,"(33.6367, -84.428101)","(32.89860153, -80.04049683)",416.8733431,"6,020,364","802,122"
VS,5347,ATL,3682,CHS,3806,Y,0,M88 320 73W 717 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Charleston Air Force Base-International Airport,Charleston,32.89860153,-80.04049683,46,"(33.6367, -84.428101)","(32.89860153, -80.04049683)",416.8733431,"6,020,364","257,074"
VS,5347,ATL,3682,CLT,3876,Y,0,M88 M90 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Charlotte Douglas International Airport,Charlotte,35.2140007,-80.94309998,748,"(33.6367, -84.428101)","(35.2140007019043, -80.94309997558594)",364.9812352,"6,020,364","2,636,883"
VS,5347,ATL,3682,CVG,3488,Y,0,M88 738,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Cincinnati Northern Kentucky International Airport,Cincinnati,39.04880142,-84.6678009,896,"(33.6367, -84.428101)","(39.0488014221, -84.6678009033)",600.9418221,"6,020,364","2,221,208"
VS,5347,ATL,3682,DAL,3502,Y,0,CRJ,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Dallas Love Field,Dallas,32.847099,-96.851799,487,"(33.6367, -84.428101)","(32.847099, -96.851799)",1160.46022,"6,020,364","7,573,136"
VS,5347,ATL,3682,DEN,3751,Y,0,757 M90,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Denver International Airport,Denver,39.86169815,-104.6729965,5431,"(33.6367, -84.428101)","(39.861698150635, -104.672996521)",1930.017681,"6,020,364","2,967,239"
VS,5347,ATL,3682,DFW,3670,Y,0,M88 738,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(33.6367, -84.428101)","(32.896801, -97.038002)",1177.006575,"6,020,364",
VS,5347,ATL,3682,DTW,3645,Y,0,M90 757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(33.6367, -84.428101)","(42.212398529052734, -83.35340118408203)",956.5183454,"6,020,364","4,319,629"
VS,5347,ATL,3682,EWR,3494,Y,0,717 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Newark Liberty International Airport,Newark,40.69250107,-74.16870117,18,"(33.6367, -84.428101)","(40.69250106811523, -74.168701171875)",1199.939916,"6,020,364",
VS,5347,ATL,3682,FLL,3533,Y,0,M90 757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.072599,-80.152702,9,"(33.6367, -84.428101)","(26.072599, -80.152702)",934.4586675,"6,020,364",
VS,5347,ATL,3682,HOU,3566,Y,0,M88,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,William P Hobby Airport,Houston,29.64539909,-95.27890015,46,"(33.6367, -84.428101)","(29.64539909, -95.27890015)",1119.609986,"6,020,364","7,066,141"
VS,5347,ATL,3682,IAD,3714,Y,0,M88 320 319 CR7,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Washington Dulles International Airport,Washington,38.94449997,-77.45580292,312,"(33.6367, -84.428101)","(38.94449997, -77.45580292)",859.2343873,"6,020,364","6,280,487"
VS,5347,ATL,3682,IAH,3550,Y,0,717 320 M88,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,George Bush Intercontinental Houston Airport,Houston,29.9843998,-95.34140015,97,"(33.6367, -84.428101)","(29.98439979553223, -95.34140014648438)",1109.114836,"6,020,364","7,066,141"
VS,5347,ATL,3682,IND,3585,Y,0,M88 M90,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,"(33.6367, -84.428101)","(39.7173, -86.294403)",695.0407045,"6,020,364","2,074,537"
VS,5347,ATL,3682,JAX,3712,Y,0,757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,"(33.6367, -84.428101)","(30.49410057067871, -81.68789672851562)",433.9881364,"6,020,364","1,559,514"
VS,5347,ATL,3682,JAX,3712,Y,0,757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,"(33.6367, -84.428101)","(30.49410057067871, -81.68789672851562)",433.9881364,"6,020,364","197,938"
VS,5347,ATL,3682,JFK,3797,Y,0,319 752 738 M88 73H,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,"(33.6367, -84.428101)","(40.63980103, -73.77890015)",1222.839898,"6,020,364","19,216,182"
VS,5347,ATL,3682,LAS,3877,Y,0,757 753 738,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,"(33.6367, -84.428101)","(36.08010101, -115.15200039999999)",2810.925017,"6,020,364","2,266,715"
VS,5347,ATL,3682,LAX,3484,Y,0,763 757 739,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,"(33.6367, -84.428101)","(33.94250107, -118.40799709999999)",3132.519452,"6,020,364","13,214,799"
VS,5347,ATL,3682,MCI,3458,Y,0,M90 757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Kansas City International Airport,Kansas City,39.2976,-94.713898,1026,"(33.6367, -84.428101)","(39.2976, -94.713898)",1114.397401,"6,020,364","2,157,990"
VS,5347,ATL,3682,MCO,3878,Y,0,757 763 739,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(33.6367, -84.428101)","(28.429399490356445, -81.30899810791016)",649.506606,"6,020,364","2,608,147"
VS,5347,ATL,3682,MEM,3473,Y,0,M88,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Memphis International Airport,Memphis,35.04240036,-89.97669983,341,"(33.6367, -84.428101)","(35.04240036010742, -89.97669982910156)",533.7486165,"6,020,364","1,346,045"
VS,5347,ATL,3682,MIA,3576,Y,0,757 320,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Miami International Airport,Miami,25.79319954,-80.29060364,8,"(33.6367, -84.428101)","(25.79319953918457, -80.29060363769531)",956.9183918,"6,020,364","6,166,488"
VS,5347,ATL,3682,MSY,3861,Y,0,M88 M90 757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Louis Armstrong New Orleans International Airport,New Orleans,29.99340057,-90.25800323,4,"(33.6367, -84.428101)","(29.99340057373047, -90.25800323486328)",683.8121778,"6,020,364","1,270,530"
VS,5347,ATL,3682,OKC,3863,Y,0,M88,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Will Rogers World Airport,Oklahoma City,35.39310074,-97.60070038,1295,"(33.6367, -84.428101)","(35.39310073852539, -97.60070037841795)",1224.187818,"6,020,364","1,408,950"
VS,5347,ATL,3682,ORD,3830,Y,0,757 319 320 M90 M88 717,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(33.6367, -84.428101)","(41.9786, -87.9048)",974.9571338,"6,020,364","9,458,539"
VS,5347,ATL,3682,PBI,3722,Y,0,757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Palm Beach International Airport,West Palm Beach,26.68320084,-80.09559631,19,"(33.6367, -84.428101)","(26.68320083618164, -80.09559631347656)",876.3114374,"6,020,364",
VS,5347,ATL,3682,PHX,3462,Y,0,73H 757 739 738,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Phoenix Sky Harbor International Airport,Phoenix,33.43429947,-112.012001,1135,"(33.6367, -84.428101)","(33.43429946899414, -112.01200103759766)",2554.546296,"6,020,364","4,948,203"
VS,5347,ATL,3682,PNS,3564,Y,0,M90,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Pensacola Regional Airport,Pensacola,30.47340012,-87.18659973,121,"(33.6367, -84.428101)","(30.473400115967003, -87.18659973144501)",436.8770265,"6,020,364","502,629"
VS,5347,ATL,3682,RDU,3626,Y,0,M88 739 320 738 M90,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Raleigh Durham International Airport,Raleigh-durham,35.87760162,-78.78749847,435,"(33.6367, -84.428101)","(35.877601623535156, -78.7874984741211)",573.0221672,"6,020,364",
VS,5347,ATL,3682,RSW,3793,Y,0,757 M88,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Southwest Florida International Airport,Fort Myers,26.53619957,-81.75520325,30,"(33.6367, -84.428101)","(26.53619956970215, -81.75520324707031)",828.1215455,"6,020,364",
VS,5347,ATL,3682,SAN,3731,Y,0,763 739,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,San Diego International Airport,San Diego,32.73360062,-117.1900024,17,"(33.6367, -84.428101)","(32.7336006165, -117.190002441)",3044.12325,"6,020,364","3,338,330"
VS,5347,ATL,3682,SAT,3621,Y,0,M90 757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,San Antonio International Airport,San Antonio,29.53370094,-98.46980286,809,"(33.6367, -84.428101)","(29.533700942993164, -98.46980285644531)",1406.844088,"6,020,364","2,550,960"
VS,5347,ATL,3682,SAV,3613,Y,0,M88 717 319,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Savannah Hilton Head International Airport,Savannah,32.12760162,-81.20210266,50,"(33.6367, -84.428101)","(32.12760162, -81.20210266)",345.141777,"6,020,364","393,353"
VS,5347,ATL,3682,SDF,4014,Y,0,M88 M90,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Louisville International Standiford Field,Louisville,38.1744,-85.736,501,"(33.6367, -84.428101)","(38.1744, -85.736)",517.130765,"6,020,364","1,265,108"
VS,5347,ATL,3682,SFO,3469,Y,0,763 739 757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,San Francisco International Airport,San Francisco,37.61899948,-122.375,13,"(33.6367, -84.428101)","(37.61899948120117, -122.375)",3442.220346,"6,020,364","4,731,803"
VS,5347,ATL,3682,SJC,3748,Y,0,738,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Norman Y. Mineta San Jose International Airport,San Jose,37.362598,-121.929001,62,"(33.6367, -84.428101)","(37.362598, -121.929001)",3405.065182,"6,020,364","1,990,660"
VS,5347,ATL,3682,SMF,3817,Y,0,757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Sacramento International Airport,Sacramento,38.69540024,-121.5910034,27,"(33.6367, -84.428101)","(38.69540023803711, -121.59100341796876)",3367.018905,"6,020,364","2,363,730"
VS,5347,ATL,3682,SRQ,4067,Y,0,M90 757,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Sarasota Bradenton International Airport,Sarasota,27.39539909,-82.55439758,30,"(33.6367, -84.428101)","(27.39539909362793, -82.55439758300781)",714.8656935,"6,020,364",
VS,5347,ATL,3682,STL,3678,Y,0,717 M90 757 M88,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,"(33.6367, -84.428101)","(38.748697, -90.370003)",778.9752454,"6,020,364","2,803,228"
VS,5347,ATL,3682,TPA,3646,Y,0,757 739 M90,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(33.6367, -84.428101)","(27.975500106811523, -82.533203125)",653.2655542,"6,020,364","3,194,831"
VS,5347,ATL,3682,TUL,3855,Y,0,CR7 M88 CR9,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Tulsa International Airport,Tulsa,36.19839859,-95.88809967,677,"(33.6367, -84.428101)","(36.19839859008789, -95.88809967041016)",1084.326783,"6,020,364","998,626"
VS,5347,ATL,3682,TUS,3636,Y,0,M90,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Tucson International Airport,Tucson,32.11610031,-110.9410019,2643,"(33.6367, -84.428101)","(32.116100311279304, -110.94100189208984)",2480.12182,"6,020,364","1,047,279"
VS,5347,AUS,3673,ATL,3682,Y,0,M90 M88,Austin Bergstrom International Airport,Austin,30.19449997,-97.66989899,542,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(30.194499969482425, -97.6698989868164)","(33.6367, -84.428101)",1308.137161,"2,227,083","6,020,364"
VS,5347,BHM,3811,ATL,3682,Y,0,M88,Birmingham-Shuttlesworth International Airport,Birmingham,33.56290054,-86.75350189,650,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(33.56290054, -86.75350189)","(33.6367, -84.428101)",215.9844711,"1,090,435","6,020,364"
VS,5347,BNA,3690,ATL,3682,Y,0,M88 738 319 320 717,Nashville International Airport,Nashville,36.12450027,-86.67819977,599,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(36.1245002746582, -86.6781997680664)","(33.6367, -84.428101)",344.1925683,"1,934,317","6,020,364"
VS,5347,BOS,3448,ATL,3682,Y,0,M90 757 M88 320 319,General Edward Lawrence Logan International Airport,Boston,42.36429977,-71.00520325,20,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(42.36429977, -71.00520325)","(33.6367, -84.428101)",1522.612016,"4,873,019","6,020,364"
VS,5347,CHS,3806,ATL,3682,Y,0,717 73W M88 319,Charleston Air Force Base-International Airport,Charleston,32.89860153,-80.04049683,46,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.89860153, -80.04049683)","(33.6367, -84.428101)",416.8733431,"802,122","6,020,364"
VS,5347,CHS,3806,ATL,3682,Y,0,717 73W M88 319,Charleston Air Force Base-International Airport,Charleston,32.89860153,-80.04049683,46,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.89860153, -80.04049683)","(33.6367, -84.428101)",416.8733431,"257,074","6,020,364"
VS,5347,CLT,3876,ATL,3682,Y,0,M90 M88,Charlotte Douglas International Airport,Charlotte,35.2140007,-80.94309998,748,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(35.2140007019043, -80.94309997558594)","(33.6367, -84.428101)",364.9812352,"2,636,883","6,020,364"
VS,5347,CVG,3488,ATL,3682,Y,0,M88 738 320 319,Cincinnati Northern Kentucky International Airport,Cincinnati,39.04880142,-84.6678009,896,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(39.0488014221, -84.6678009033)","(33.6367, -84.428101)",600.9418221,"2,221,208","6,020,364"
VS,5347,DAL,3502,ATL,3682,Y,0,CRJ,Dallas Love Field,Dallas,32.847099,-96.851799,487,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.847099, -96.851799)","(33.6367, -84.428101)",1160.46022,"7,573,136","6,020,364"
VS,5347,DEN,3751,ATL,3682,Y,0,757 M90 738,Denver International Airport,Denver,39.86169815,-104.6729965,5431,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(39.861698150635, -104.672996521)","(33.6367, -84.428101)",1930.017681,"2,967,239","6,020,364"
VS,5347,DFW,3670,ATL,3682,Y,0,M88 319,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.896801, -97.038002)","(33.6367, -84.428101)",1177.006575,,"6,020,364"
VS,5347,DTW,3645,ATL,3682,Y,0,M88 73H 757 320 738 739,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(42.212398529052734, -83.35340118408203)","(33.6367, -84.428101)",956.5183454,"4,319,629","6,020,364"
VS,5347,EWR,3494,ATL,3682,Y,0,717 319,Newark Liberty International Airport,Newark,40.69250107,-74.16870117,18,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(40.69250106811523, -74.168701171875)","(33.6367, -84.428101)",1199.939916,,"6,020,364"
VS,5347,FLL,3533,ATL,3682,Y,0,757 M90,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.072599,-80.152702,9,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(26.072599, -80.152702)","(33.6367, -84.428101)",934.4586675,,"6,020,364"
VS,5347,HOU,3566,ATL,3682,Y,0,M88,William P Hobby Airport,Houston,29.64539909,-95.27890015,46,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(29.64539909, -95.27890015)","(33.6367, -84.428101)",1119.609986,"7,066,141","6,020,364"
VS,5347,IAD,3714,ATL,3682,Y,0,320 M88 319 CR7,Washington Dulles International Airport,Washington,38.94449997,-77.45580292,312,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(38.94449997, -77.45580292)","(33.6367, -84.428101)",859.2343873,"6,280,487","6,020,364"
